,city,postal code,city_GIS_1,city_GIS_2,branch_GIS_1,branch_GIS_2,postalcode_GIS_1,postalcode_GIS_2
0,بوئین زهرا,3454178378,35.76775,50.057667,35.76775,50.057667,3454178378.0,
1,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
2,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
3,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
4,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
5,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
6,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
7,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
8,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
9,بوئین زهرا,3454157113,35.76775,50.057667,35.76775,50.057667,,
10,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
11,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
12,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
13,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
14,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
15,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
16,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
17,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
18,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
19,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
20,بوئین زهرا,3454177511,35.76775,50.057667,35.76775,50.057667,,
21,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
22,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
23,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
24,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
25,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
26,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
27,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
28,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
29,بوئین زهرا,1456944511,35.76775,50.057667,35.76775,50.057667,,
30,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,,,35.76775,50.057667
31,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
32,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
33,بوئین زهرا,3451173770,35.76775,50.057667,35.76775,50.057667,,
34,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
35,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
36,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
37,بوئین زهرا,3454178354,35.76775,50.057667,35.76775,50.057667,,
38,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
39,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
40,بوئین زهرا,"335.812444, 49.742722",35.76775,50.057667,35.76775,50.057667,335.812444,49.742722
41,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
42,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
43,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
44,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
45,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
46,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
47,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
48,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
49,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
50,بوئین زهرا,3454177193,35.76775,50.057667,35.76775,50.057667,,
51,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
52,بوئین زهرا,3454114659,35.76775,50.057667,35.76775,50.057667,,
53,بوئین زهرا,3454178254,35.76775,50.057667,35.76775,50.057667,,
54,بوئین زهرا,"36.252528, 50.182917",35.76775,50.057667,35.76775,50.057667,36.252528,50.182917
55,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
56,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
57,بوئین زهرا,3451173770,35.76775,50.057667,35.76775,50.057667,,
58,بوئین زهرا,"335.812444, 49.742722",35.76775,50.057667,35.76775,50.057667,335.812444,49.742722
59,بوئین زهرا,3451134511,35.76775,50.057667,35.76775,50.057667,,
60,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
61,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
62,بوئین زهرا,3451143345,35.76775,50.057667,35.76775,50.057667,,
63,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
64,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
65,بوئین زهرا,3454157155,35.76775,50.057667,35.76775,50.057667,,
66,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
67,بوئین زهرا,3451134151,35.76775,50.057667,35.76775,50.057667,,
68,بوئین زهرا,"335.812444, 49.742722",35.76775,50.057667,35.76775,50.057667,335.812444,49.742722
69,بوئین زهرا,"35.898278, 49.767889",35.76775,50.057667,35.76775,50.057667,35.898278,49.767889
70,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
71,بوئین زهرا,3454194443,35.76775,50.057667,35.76775,50.057667,,
72,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
73,بوئین زهرا,"35.769361, 49.939250",35.76775,50.057667,35.76775,50.057667,35.769361,49.93925
74,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
75,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
76,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
77,بوئین زهرا,3454114646,35.76775,50.057667,35.76775,50.057667,,
78,بوئین زهرا,3454133131,35.76775,50.057667,35.76775,50.057667,,
79,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
80,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
81,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
82,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
83,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
84,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
85,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
86,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
87,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
88,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
89,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
90,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
91,بوئین زهرا,3454153618,35.76775,50.057667,35.76775,50.057667,,
92,بوئین زهرا,"335.812444, 49.742722",35.76775,50.057667,35.76775,50.057667,335.812444,49.742722
93,بوئین زهرا,3451154131,35.76775,50.057667,35.76775,50.057667,,
94,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
95,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
96,بوئین زهرا,,35.76775,50.057667,35.76775,50.057667,,
97,بوئین زهرا,3454176131,35.76775,50.057667,35.76775,50.057667,,
98,بوئین زهرا,,35.76775,50.057667,35.76775,50.057667,,
99,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
100,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
101,شال,"35.898278, 49.767889",35.898278,49.767889,35.76775,50.057667,35.898278,49.767889
102,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
103,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,,,35.76775,50.057667
104,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
105,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
106,بوئین زهرا,"35.769361, 49.939250",35.76775,50.057667,,,35.769361,49.93925
107,قم,3749175497,,,35.76775,50.057667,,
108,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
109,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
110,بوئین زهرا,"36.288528, 50.007111",35.76775,50.057667,35.76775,50.057667,36.288528,50.007111
111,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
112,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
113,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
114,بوئین زهرا,3478834516,35.76775,50.057667,35.76775,50.057667,,
115,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
116,بوئین زهرا,1111111111,35.76775,50.057667,35.76775,50.057667,,
117,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
118,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
119,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
120,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
121,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
122,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
123,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
124,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
125,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
126,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
127,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
128,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
129,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
130,بوئین زهرا,3459157161,35.76775,50.057667,35.76775,50.057667,,
131,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
132,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
133,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
134,بوئین زهرا,3451356868,35.76775,50.057667,35.76775,50.057667,,
135,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
136,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
137,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
138,بوئین زهرا,3454194443,35.76775,50.057667,35.76775,50.057667,,
139,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
140,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
141,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
142,بوئین زهرا,"35.769361, 49.939250",35.76775,50.057667,35.76775,50.057667,35.769361,49.93925
143,بوئین زهرا,3454153365,35.76775,50.057667,35.76775,50.057667,,
144,بوئین زهرا,3454176155,35.76775,50.057667,35.76775,50.057667,,
145,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
146,بوئین زهرا,"35.898278, 49.767889",35.76775,50.057667,35.76775,50.057667,35.898278,49.767889
147,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
148,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
149,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
150,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
151,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
152,بوئین زهرا,3454113351,35.76775,50.057667,35.76775,50.057667,,
153,بوئین زهرا,3459195365,35.76775,50.057667,35.76775,50.057667,,
154,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
155,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
156,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
157,بوئین زهرا,"335.812444, 49.742722",35.76775,50.057667,35.76775,50.057667,335.812444,49.742722
158,بوئین زهرا,3454154077,35.76775,50.057667,35.76775,50.057667,,
159,بوئین زهرا,8918945588,35.76775,50.057667,,,,
160,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
161,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
162,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
163,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
164,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
165,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
166,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
167,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,,,35.76775,50.057667
168,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
169,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
170,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,,,35.76775,50.057667
171,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
172,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
173,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
174,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
175,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
176,قزوین,"36.288528, 50.007111",36.288528,50.007111,35.76775,50.057667,36.288528,50.007111
177,بوئین زهرا,3454113485,35.76775,50.057667,35.76775,50.057667,,
178,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
179,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
180,بوئین زهرا,3451158338,35.76775,50.057667,35.76775,50.057667,,
181,دانسفهان,"335.812444, 49.742722",35.812444,49.742722,35.76775,50.057667,335.812444,49.742722
182,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
183,بوئین زهرا,3451134147,35.76775,50.057667,35.76775,50.057667,,
184,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
185,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
186,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
187,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
188,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
189,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,,,35.76775,50.057667
190,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
191,دانسفهان,"335.812444, 49.742722",35.812444,49.742722,35.76775,50.057667,335.812444,49.742722
192,دانسفهان,"335.812444, 49.742722",35.812444,49.742722,35.76775,50.057667,335.812444,49.742722
193,بوئین زهرا,3454157146,35.76775,50.057667,35.76775,50.057667,,
194,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
195,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,,,35.76775,50.057667
196,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
197,شال,3459131635,35.898278,49.767889,35.76775,50.057667,,
198,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,,,35.76775,50.057667
199,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
200,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
201,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
202,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
203,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
204,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
205,سگزآباد,"35.769361, 49.939250",35.769361,49.93925,35.76775,50.057667,35.769361,49.93925
206,بوئین زهرا,1354896758,35.76775,50.057667,35.76775,50.057667,,
207,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
208,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
209,بوئین زهرا,3454114785,35.76775,50.057667,35.76775,50.057667,,
210,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
211,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
212,بوئین زهرا,3459124291,35.76775,50.057667,35.76775,50.057667,,
213,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
214,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
215,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,,,35.76775,50.057667
216,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
217,بوئین زهرا,3187189354,35.76775,50.057667,35.76775,50.057667,,
218,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
219,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
220,بوئین زهرا,3451133358,35.76775,50.057667,,,,
221,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
222,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
223,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
224,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
225,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
226,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
227,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
228,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
229,بوئین زهرا,3454111111,35.76775,50.057667,35.76775,50.057667,,
230,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
231,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
232,بوئین زهرا,"35.769361, 49.939250",35.76775,50.057667,35.76775,50.057667,35.769361,49.93925
233,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
234,بوئین زهرا,3454116779,35.76775,50.057667,35.76775,50.057667,,
235,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
236,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
237,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
238,بوئین زهرا,"35.769361, 49.939250",35.76775,50.057667,,,35.769361,49.93925
239,بوئین زهرا,3454133495,35.76775,50.057667,35.76775,50.057667,,
240,بوئین زهرا,3451143993,35.76775,50.057667,35.76775,50.057667,,
241,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
242,دانسفهان,"335.812444, 49.742722",35.812444,49.742722,35.76775,50.057667,335.812444,49.742722
243,بوئین زهرا,3451172045,35.76775,50.057667,,,,
244,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
245,بوئین زهرا,3459157615,35.76775,50.057667,35.76775,50.057667,,
246,دانسفهان,"335.812444, 49.742722",35.812444,49.742722,35.76775,50.057667,335.812444,49.742722
247,بوئین زهرا,3451172212,35.76775,50.057667,35.76775,50.057667,,
248,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,,,35.76775,50.057667
249,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
250,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
251,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
252,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
253,بوئین زهرا,3454113177,35.76775,50.057667,35.76775,50.057667,,
254,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
255,بوئین زهرا,3451172899,35.76775,50.057667,35.76775,50.057667,,
256,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
257,بوئین زهرا,3454177381,35.76775,50.057667,35.76775,50.057667,,
258,بوئین زهرا,3451134511,35.76775,50.057667,35.76775,50.057667,,
259,بوئین زهرا,3451172257,35.76775,50.057667,35.76775,50.057667,,
260,بوئین زهرا,3451134839,35.76775,50.057667,35.76775,50.057667,,
261,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
262,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
263,بوئین زهرا,3434163399,35.76775,50.057667,35.76775,50.057667,,
264,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
265,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,,,35.76775,50.057667
266,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
267,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,,,35.76775,50.057667
268,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
269,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
270,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,,,35.76775,50.057667
271,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
272,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
273,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
274,بوئین زهرا,3451170986,35.76775,50.057667,35.76775,50.057667,,
275,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,,,35.76775,50.057667
276,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
277,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
278,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
279,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
280,دانسفهان,"335.812444, 49.742722",35.812444,49.742722,35.76775,50.057667,335.812444,49.742722
281,بوئین زهرا,"35.769361, 49.939250",35.76775,50.057667,,,35.769361,49.93925
282,بوئین زهرا,"35.767750, 50.057667",35.76775,50.057667,35.76775,50.057667,35.76775,50.057667
