Angle,intensity
27.983286793319603,2.170903955
28.015339968333233,2.189265536723164
28.047395187653787,2.165254237288136
28.079452468771336,2.1779661016949152
28.11151182917592,2.1624293785310735
28.14357328635762,2.165254237288136
28.175636857806474,2.153954802259887
28.207702561012557,2.1850282485875705
28.239770413465912,2.170903955
28.271840432656614,2.1836158192090394
28.303912636074703,2.1624293785310735
28.335987041210252,2.1793785310734464
28.36806366555331,2.190677966101695
28.400142526593946,2.1779661016949152
28.432223641822205,2.176553672316384
28.46430702872816,2.152542372881356
28.496392704801853,2.165254237288136
28.52848068753336,2.1737288135593222
28.56057099441272,2.1610169491525424
28.59266364293001,2.156779661016949
28.624758650575274,2.1680790960451977
28.656856034838583,2.1624293785310735
28.68895581320998,2.1822033898305087
28.72105800317954,2.189265536723164
28.753162622237305,2.146892655367232
28.78526968787335,2.152542372881356
28.81737921757772,2.196327683615819
28.84949122884048,2.1638418079096047
28.881605739151684,2.175141242937853
28.91372277,2.1779661016949152
28.94584232687967,2.1454802259887007
28.977964439276573,2.1426553672316384
29.010089120682146,2.1454802259887007
29.042216388586464,2.1596045197740112
29.074346260479572,2.1920903954802258
29.106478753851544,2.1454802259887007
29.138613886192424,2.175141242937853
29.17075166978456,2.169491525423729
29.20289205152133,2.156779661016949
29.235034933686773,2.15819209
29.26718021770456,2.176553672316384
29.299327804998402,2.1596045197740112
29.331477596991967,2.1991525423728815
29.36362949510896,2.1680790960451977
29.39578340077306,2.153954802259887
29.427939215407964,2.1779661016949152
29.46009684043735,2.1497175141242937
29.49225617728493,2.170903955
29.524417127374363,2.176553672316384
29.556579592129363,2.1666666666666665
29.588743472973604,2.15819209
29.620908671330785,2.1412429378531073
29.653075088624586,2.1596045197740112
29.685242626278708,2.172316384180791
29.717411185716827,2.1610169491525424
29.749580668362647,2.1680790960451977
29.781750975639838,2.1779661016949152
29.81392200897211,2.170903955
29.846093669783137,2.1426553672316384
29.87826585949662,2.1497175141242937
29.910438479536232,2.134180790960452
29.942611431325684,2.15819209
29.974784616288645,2.1624293785310735
30.006957935848817,2.1638418079096047
30.03913129142988,2.146892655367232
30.07130458445553,2.153954802259887
30.10347771634946,2.1864406779661016
30.135650588535345,2.175141242937853
30.16782310243689,2.146892655367232
30.199995159477773,2.156779661016949
30.232166661081692,2.1483050847457625
30.264337508672327,2.153954802259887
30.296507603673376,2.132768361581921
30.328676847508518,2.139830508474576
30.36084514160146,2.1737288135593222
30.393012387375865,2.15819209
30.425178486255447,2.1596045197740112
30.45734333966388,2.1553672316384183
30.489506849024867,2.187853107344633
30.521668915762078,2.1454802259887007
30.553829441299218,2.1610169491525424
30.58598832705997,2.1610169491525424
30.618145474468026,2.172316384180791
30.65030078494707,2.1440677966101696
30.68245416,2.176553672316384
30.714605500812894,2.1596045197740112
30.746754709047053,2.176553672316384
30.778901686046954,2.1779661016949152
30.811046333236302,2.152542372881356
30.843188552038768,2.1553672316384183
30.875328243878055,2.1666666666666665
30.907465310177844,2.1412429378531073
30.93959965236183,2.1426553672316384
30.97173117,2.1440677966101696
31.003859770077145,2.1440677966101696
31.03598534845585,2.176553672316384
31.068107808413508,2.1454802259887007
31.100227051373803,2.138418079096045
31.132342978760438,2.1624293785310735
31.16445549199708,2.134180790960452
31.19656449250744,2.1483050847457625
31.22866988171519,2.1666666666666665
31.260771561044038,2.153954802259887
31.29286943191765,2.1257062146892656
31.324963395759738,2.1370056497175143
31.357053353993972,2.176553672316384
31.38913920804406,2.1737288135593222
31.421220859333673,2.1426553672316384
31.453298209286515,2.1440677966101696
31.48537115932626,2.1596045197740112
31.517439610876615,2.151129943502825
31.549503465361255,2.1822033898305087
31.58156262420388,2.1680790960451977
31.613616988828166,2.1454802259887007
31.645666460657818,2.1610169491525424
31.67771094111651,2.176553672316384
31.709750331627944,2.153954802259887
31.741784533615796,2.1440677966101696
31.773813448503773,2.175141242937853
31.805836977715547,2.1793785310734464
31.83785502267482,2.1991525423728815
31.86986748480527,2.2344632768361583
31.901874265530598,2.268361581920904
31.93387526627448,2.334745762711864
31.96587038846062,2.40819209
31.997859533512692,2.4971751412429377
32.0298426,2.6412429378531073
32.06181949790942,2.8177966101694913
32.09379012010145,2.964689265536723
32.12575437085418,3
32.15771215,2.8545197740112993
32.18966336373648,2.6454802259887007
32.22160790871344,2.360169491525424
32.25354568794584,2.2189265536723166
32.285476602857386,2.2062146892655368
32.31740055487177,2.1497175141242937
32.34931744541267,2.1666666666666665
32.38122717590378,2.135593220338983
32.41312965,2.169491525423729
32.445024762431395,2.1680790960451977
32.476912421315276,2.175141242937853
32.50879252584412,2.1483050847457625
32.54066497744163,2.1016949152542375
32.57252967753148,2.135593220338983
32.604386527537365,2.1426553672316384
32.636235428882976,2.15819209
32.66807628,2.1440677966101696
32.69990899128812,2.1228813559322033
32.73173345519504,2.151129943502825
32.76354957613644,2.1242937853107344
32.79535725553602,2.1370056497175143
32.82715639481744,2.1313559322033897
32.85894689540442,2.132768361581921
32.89072865872064,2.134180790960452
32.92250158618979,2.1596045197740112
32.954265579235546,2.1370056497175143
32.98602053928162,2.134180790960452
33.01776636775168,2.1596045197740112
33.04950296606943,2.132768361581921
33.08123023565855,2.138418079096045
33.11294807794274,2.146892655367232
33.144656394345674,2.121468926553672
33.17635508629106,2.1412429378531073
33.20804405520256,2.156779661016949
33.2397232,2.138418079096045
33.271392429618736,2.1370056497175143
33.303051637970775,2.1313559322033897
33.33470073,2.135593220338983
33.366339604081205,2.1553672316384183
33.39796816468697,2.153954802259887
33.42958631,2.1313559322033897
33.461193948118066,2.134180790960452
33.49279097379077,2.1412429378531073
33.52437729066649,2.103107344632768
33.55595280016894,2.130903955
33.587517403721776,2.115141243
33.61907100274871,2.125254237
33.650613498673415,2.136779661
33.68214479,2.122429379
33.71366478691094,2.107627119
33.74517338207113,2.1426553672316384
33.77667047982385,2.153954802259887
33.80815606416721,2.1440677966101696
33.83963073133907,2.135593220338983
33.871095352755184,2.135593220338983
33.90255080114585,2.138418079096045
33.93399795,2.1271186440677967
33.965437669772164,2.1313559322033897
33.99687083546846,2.132768361581921
34.028298319060596,2.115819209039548
34.05972099327891,2.1313559322033897
34.09113973085373,2.1242937853107344
34.12255540451537,2.134180790960452
34.15396888699415,2.1186440677966103
34.18538105,2.1370056497175143
34.21679276932444,2.1228813559322033
34.24820491463659,2.128531073446328
34.27961835968718,2.1271186440677967
34.31103397720652,2.1370056497175143
34.34245263992495,2.111581920903955
34.37387522057278,2.114406779661017
34.405302591880336,2.1370056497175143
34.43673562657794,2.156779661016949
34.46817519739592,2.1242937853107344
34.499622177064595,2.1059322033898304
34.53107743831429,2.1200564971751414
34.56254185387532,2.153954802259887
34.59401629647802,2.1271186440677967
34.62550164,2.1596045197740112
34.656998753729695,2.2005649717514126
34.68850851383932,2.2288135593220337
34.72003179191189,2.274011299435028
34.75156946067775,2.3870056497175143
34.78312239286721,2.4138418079096047
34.814691461210586,2.415254237288136
34.84627753843822,2.389830508474576
34.87788149728041,2.346045197740113
34.90950421,2.2951977401129944
34.941146550729805,2.2344632768361583
34.97280939079765,2.1426553672316384
35.00449360340134,2.1426553672316384
35.03620006127123,2.151129943502825
35.06792963713762,2.1313559322033897
35.09968320373084,2.1059322033898304
35.13146163378121,2.117231638418079
35.16326580001906,2.1440677966101696
35.195096575174695,2.1454802259887007
35.22695483197847,2.1186440677966103
35.25884144316067,2.111581920903955
35.29075728145164,2.1257062146892656
35.32270322,2.1129943502824857
35.354680130281174,2.1200564971751414
35.386688886280375,2.1200564971751414
35.418730360309645,2.132768361581921
35.45080542509928,2.1200564971751414
35.482914953379634,2.128531073446328
35.51505982,2.1257062146892656
35.54724089133372,2.1228813559322033
35.57945904646811,2.1299435028248586
35.61171516,2.1242937853107344
35.64401009,2.1129943502824857
