Angle,Intensity 1
31.06810781,0.032534247
31.10022705,0.032534247
31.13234298,0.023972603
31.16445549,0.022260274
31.19656449,0.034246575
31.22866988,0.022260274
31.26077156,0.020547945
31.29286943,0.030821918
31.3249634,0.022260274
31.35705335,0.02739726
31.38913921,0.023972603
31.42122086,0.018835616
31.45329821,0.035958904
31.48537116,0.039383562
31.51743961,0.034246575
31.54950347,0.02739726
31.58156262,0.030821918
31.61361699,0.049657534
31.64566646,0.080479452
31.67771094,0.066780822
31.70975033,0.101027397
31.74178453,0.159246575
31.77381345,0.181506849
31.80583698,0.248287671
31.83785502,0.244863014
31.86986748,0.270547945
31.90187427,0.256849315
31.93387527,0.267123288
31.96587039,0.261986301
31.99785953,0.320205479
32.0298426,0.289383562
32.0618195,0.363013699
32.09379012,0.434931507
32.12575437,0.518835616
32.15771215,0.570205479
32.18966336,0.559931507
32.22160791,0.592465753
32.25354569,0.604452055
32.2854766,0.535958904
32.31740055,0.431506849
32.34931745,0.311643836
32.38122718,0.27739726
32.41312965,0.244863014
32.44502476,0.140410959
32.47691242,0.114726027
32.50879253,0.066780822
32.54066498,0.058219178
32.57252968,0.047945205
32.60438653,0.035958904
32.63623543,0.02739726
32.66807628,0.029109589
32.69990899,0.029109589
32.73173346,0.017123288
32.76354958,0.034246575
32.79535726,0.039383562
32.82715639,0.023972603
32.8589469,0.029109589
32.89072866,0.030821918
32.92250159,0.022260274
32.95426558,0.023972603
32.98602054,0.025684932
33.01776637,0.032534247
33.04950297,0.020547945
33.08123024,0.02739726
33.11294808,0.010273973
33.14465639,0.029109589
33.17635509,0.02739726
33.20804406,0.017123288
33.2397232,0.020547945
33.27139243,0.029109589
33.30305164,0.025684932
33.33470073,0.037671233
33.3663396,0.018835616
33.39796816,0.018835616
33.42958631,0.02739726
33.46119395,0.029109589
33.49279097,0.025684932
33.52437729,0.01369863
33.5559528,0.025684932
33.5875174,0.034246575
33.619071,0.030821918
33.6506135,0.020547945
33.68214479,0.022260274
33.71366479,0.017123288
33.74517338,0.022260274
33.77667048,0.017123288
33.80815606,0.018835616
33.83963073,0.015410959
33.87109535,0.029109589
33.9025508,0.022260274
33.93399795,0.020547945
33.96543767,0.01369863
33.99687084,0.029109589
34.02829832,0.025684932
34.05972099,0.02739726
34.09113973,0.025684932
34.1225554,0.034246575
34.15396889,0.029109589
34.18538105,0.02739726
34.21679277,0.022260274
34.24820491,0.030821918
34.27961836,0.032534247
34.31103398,0.066780822
34.34245264,0.053082192
34.37387522,0.071917808
34.40530259,0.082191781
34.43673563,0.104452055
34.4681752,0.126712329
34.49962218,0.128424658
34.53107744,0.154109589
34.56254185,0.150684932
34.5940163,0.133561644
34.62550164,0.154109589
34.65699875,0.162671233
34.68850851,0.203767123
34.72003179,0.287671233
34.75156946,0.335616438
34.78312239,0.340753425
34.81469146,0.393835616
34.84627754,0.393835616
34.8778815,0.419520548
34.90950421,0.549657534
34.94114655,0.493150685
34.97280939,0.428082192
35.0044936,0.349315068
35.03620006,0.294520548
35.06792964,0.219178082
35.0996832,0.142123288
35.13146163,0.118150685
35.1632658,0.080479452
35.19509658,0.047945205
35.22695483,0.04109589
35.25884144,0.044520548
35.29075728,0.029109589
35.32270322,0.023972603
35.35468013,0.037671233
35.38668889,0.020547945
35.41873036,0.037671233
35.45080543,0.023972603
35.48291495,0.01369863
35.51505982,0.029109589
35.54724089,0.023972603
35.57945905,0.018835616
35.61171516,0.020547945
35.64401009,0.020547945
35.67634473,0.020547945
35.70871994,0.018835616
35.74113659,0.042808219
35.77359557,0.025684932
35.80609773,0.035958904
35.83864396,0.030821918
35.87123512,0.018835616
35.90387209,0.023972603
35.93655536,0.020547945
35.96928352,0.046232877
36.00205462,0.034246575
36.03486669,0.035958904
36.06771775,0.044520548
36.10060584,0.039383562
36.133529,0.071917808
36.16648525,0.113013699
36.19947263,0.08390411
36.23248918,0.15239726
36.26553292,0.220890411
36.29860188,0.219178082
36.33169411,0.273972603
36.36480763,0.321917808
36.39794047,0.380136986
36.43109068,0.369863014
36.46425628,0.446917808
36.4974353,0.393835616
36.53062577,0.364726027
36.56382574,0.404109589
36.59703323,0.405821918
36.63024628,0.505136986
36.66346291,0.542808219
36.69668117,0.534246575
36.72989908,0.690068493
36.76311468,0.751712329
36.796326,0.881849315
36.82953106,0.931506849
36.86272792,1
36.89591459,0.806506849
36.92908912,0.702054795
36.96224952,0.63869863
36.99539385,0.47260274
37.02852012,0.371575342
37.06162638,0.304794521
37.09471065,0.224315068
37.12777096,0.128424658
37.16080536,0.090753425
37.19381187,0.066780822
37.22678853,0.049657534
37.25973337,0.039383562
37.29264442,0.039383562
37.32551971,0.030821918
37.35835728,0.022260274
37.39115516,0.032534247
37.42391139,0.017123288
37.45662399,0.025684932
37.48929099,0.032534247
37.52191044,0.025684932
37.55448037,0.02739726
37.5869988,0.023972603
37.61946377,0.022260274
37.65187331,0.02739726
37.68422546,0.01369863
37.71651825,0.023972603
37.74874971,0.025684932
37.78091787,0.015410959
37.81302077,0.029109589
37.84505643,0.011986301
37.8770229,0.030821918
37.90891821,0.029109589
37.94074105,0.017123288
37.97249258,0.023972603
38.0041745,0.010273973
38.03578854,0.020547945
38.06733641,0.030821918
38.09881981,0.025684932
38.13024046,0.020547945
38.16160007,0.017123288
38.19290036,0.015410959
38.22414303,0.018835616
38.25532981,0.020547945
38.2864624,0.020547945
38.31754252,0.020547945
38.34857187,0.022260274
38.37955218,0.015410959
38.41048515,0.015410959
38.44137249,0.018835616
38.47221593,0.015410959
38.50301717,0.022260274
38.53377792,0.017123288
38.5644999,0.020547945
38.59518482,0.018835616
38.62583439,0.015410959
38.65645033,0.015410959
38.68703434,0.029109589
38.71758815,0.025684932
38.74811346,0.025684932
38.77861198,0.015410959
38.80908544,0.011986301
38.83953553,0.022260274
38.86996398,0.034246575
38.9003725,0.029109589
38.93076279,0.020547945
38.96113658,0.018835616
38.99149557,0.020547945
39.02184148,0.01369863
39.05217601,0.017123288
39.0825009,0.01369863
39.11281783,0.017123288
39.14312854,0.010273973
39.17343472,0.018835616
39.2037381,0.01369863
39.23404038,0.017123288
39.26434328,0.020547945
39.29464852,0.02739726
39.3249578,0.020547945
39.35527283,0.015410959
39.38559533,0.01369863
39.41592702,0.01369863
39.4462696,0.020547945
39.47662479,0.018835616
39.50699429,0.018835616
39.53737983,0.015410959
39.56778312,0.020547945
39.59820586,0.022260274
39.62864978,0.023972603
39.65911657,0.015410959
39.68960797,0.023972603
39.72012567,0.015410959
39.75067139,0.01369863
39.78124685,0.022260274
39.81185375,0.017123288
39.84249381,0.018835616
39.87316851,0.008561644
39.90387798,0.025684932
39.9346219,0.017123288
39.96539993,0.008561644
39.99621174,0.018835616
40.027057,0.010273973
40.05793538,0.025684932
40.08884656,0.015410959
40.11979019,0.020547945
40.15076595,0.017123288
40.1817735,0.011986301
40.21281252,0.020547945
40.24388268,0.022260274
40.27498364,0.018835616
40.30611507,0.008561644
40.33727665,0.017123288
40.36846804,0.018835616
40.39968891,0.011986301
40.43093893,0.010273973
40.46221777,0.015410959
40.49352509,0.022260274
40.52486058,0.011986301
40.55622389,0.015410959
40.58761469,0.008561644
40.61903266,0.011986301
40.65047746,0.018835616
40.68194877,0.020547945
40.71344625,0.017123288
40.74496957,0.020547945
40.7765184,0.02739726
40.80809241,0.020547945
40.83969127,0.015410959
40.87131464,0.015410959
40.9029622,0.015410959
40.93463362,0.01369863
40.96632856,0.020547945
40.9980467,0.015410959
41.0297877,0.015410959
41.06155123,0.01369863
41.09333697,0.015410959
41.12514457,0.006849315
41.15697372,0.020547945
41.18882407,0.010273973
41.2206953,0.011986301
41.25258708,0.020547945
41.28449907,0.001712329
41.31643095,0.029109589
41.34838239,0.017123288
41.38035304,0.015410959
41.4123426,0.017123288
41.44435071,0.010273973
41.47637705,0.008561644
41.50842129,0.020547945
41.54048311,0.01369863
41.57256216,0.008561644
41.60465812,0.020547945
41.63677065,0.005136986
41.66889943,0.018835616
41.70104413,0.011986301
41.73320441,0.022260274
41.76537994,0.023972603
41.7975704,0.006849315
41.82977544,0.017123288
41.86199475,0.011986301
41.89422798,0.015410959
41.92647482,0.017123288
41.95873492,0.018835616
41.99100796,0.010273973
42.02329361,0.017123288
42.05559153,0.017123288
42.08790139,0.006849315
42.12022287,0.010273973
42.15255563,0.034246575
42.18489935,0.015410959
42.21725368,0.006849315
42.24961831,0.01369863
42.28199289,0.018835616
42.3143771,0.025684932
42.34677061,0.020547945
42.37917308,0.029109589
42.41158419,0.015410959
42.44400361,0.011986301
42.476431,0.017123288
42.50886603,0.005136986
42.54130837,0.020547945
42.5737577,0.01369863
42.60621367,0.010273973
42.63867597,0.010273973
42.67114425,0.017123288
42.70361819,0.022260274
42.73609746,0.023972603
42.76858173,0.017123288
42.80107066,0.006849315
42.83356392,0.025684932
42.86606119,0.018835616
42.89856212,0.017123288
42.9310664,0.02739726
42.9635737,0.015410959
42.99608367,0.017123288
43.02859599,0.008561644
43.06111032,0.010273973
43.09362635,0.023972603
43.12614373,0.008561644
43.15866214,0.011986301
43.19118124,0.011986301
43.2237007,0.015410959
43.2562202,0.011986301
43.2887394,0.011986301
43.32125797,0.015410959
43.35377558,0.017123288
43.3862919,0.015410959
43.4188066,0.015410959
43.45131935,0.020547945
43.48382981,0.011986301
43.51633767,0.017123288
43.54884277,0.01369863
43.5813451,0.017123288
43.61384465,0.020547945
43.64634142,0.022260274
43.6788354,0.023972603
43.71132657,0.032534247
43.74381494,0.020547945
43.77630049,0.02739726
43.80878322,0.018835616
43.84126312,0.018835616
43.87374018,0.020547945
43.9062144,0.01369863
43.93868576,0.015410959
43.97115427,0.011986301
44.00361991,0.018835616
44.03608267,0.020547945
44.06854255,0.017123288
44.10099954,0.008561644
44.13345363,0.017123288
44.16590482,0.010273973
44.1983531,0.015410959
44.23079845,0.017123288
44.26324088,0.010273973
44.29568037,0.011986301
44.32811693,0.011986301
44.36055053,0.017123288
44.39298117,0.006849315
44.42540885,0.015410959
44.45783356,0.015410959
44.49025529,0.005136986
44.52267403,0.022260274
44.55508977,0.006849315
44.58750252,0.015410959
44.61991225,0.011986301
44.65231897,0.017123288
44.68472266,0.020547945
44.71712332,0.018835616
44.74952095,0.020547945
44.78191552,0.01369863
44.81430704,0.015410959
44.8466955,0.025684932
44.87908089,0.011986301
44.9114632,0.01369863
44.94384242,0.006849315
44.97621856,0.018835616
45.00859159,0.006849315
45.04096152,0.010273973
45.07332834,0.017123288
45.10569203,0.015410959
45.13805259,0.017123288
45.17041002,0.008561644
45.2027643,0.008561644
45.23511543,0.017123288
45.2674634,0.011986301
45.29980821,0.020547945
45.33214984,0.017123288
45.36448828,0.01369863
45.39682354,0.01369863
45.42915561,0.011986301
45.46148446,0.011986301
45.49381011,0.010273973
45.52613254,0.015410959
45.55845174,0.023972603
45.5907677,0.01369863
45.62308043,0.01369863
45.65538991,0.017123288
45.68769612,0.005136986
45.71999908,0.006849315
45.75229876,0.008561644
45.78459517,0.006849315
45.81688829,0.018835616
45.84917811,0.006849315
45.88146463,0.020547945
45.91374785,0.01369863
45.94602775,0.011986301
45.97830432,0.010273973
46.01057756,0.015410959
46.04284746,0.008561644
46.07511402,0.01369863
46.10737723,0.008561644
46.13963707,0.01369863
46.17189354,0.020547945
46.20414664,0.017123288
46.23639635,0.020547945
46.26864267,0.018835616
46.30088559,0.017123288
46.33312511,0.020547945
46.36536121,0.011986301
46.3975939,0.008561644
46.42982315,0.008561644
46.46204897,0.01369863
46.49427134,0.015410959
46.52649026,0.01369863
46.55870573,0.006849315
46.59091772,0.010273973
46.62312625,0.010273973
46.65533129,0.011986301
46.68753284,0.020547945
46.7197309,0.011986301
46.75192546,0.008561644
46.7841165,0.01369863
46.81630403,0.010273973
46.84848803,0.006849315
46.88066849,0.006849315
46.91284542,0.01369863
46.94501879,0.006849315
46.97718861,0.02739726
47.00935487,0.006849315
47.04151756,0.008561644
47.07367667,0.020547945
47.10583219,0.005136986
47.13798412,0.017123288
47.17013245,0.011986301
47.20227717,0.015410959
47.23441827,0.010273973
47.26655575,0.015410959
47.2986896,0.01369863
47.33081981,0.015410959
47.36294638,0.01369863
47.39506929,0.01369863
47.42718855,0.020547945
47.45930413,0.02739726
47.49141604,0.017123288
47.52352426,0.04109589
47.5556288,0.023972603
47.58772964,0.032534247
47.61982677,0.053082192
47.65192019,0.065068493
47.68400988,0.059931507
47.71609585,0.070205479
47.74817809,0.056506849
47.78025658,0.078767123
47.81233132,0.070205479
47.8444023,0.063356164
47.87646952,0.078767123
47.90853296,0.078767123
47.94059263,0.109589041
47.97264851,0.092465753
48.00470059,0.082191781
48.03674886,0.077054795
48.06879333,0.08390411
48.10083398,0.131849315
48.13287081,0.145547945
48.1649038,0.130136986
48.19693295,0.159246575
48.22895825,0.160958904
48.2609797,0.179794521
48.29299729,0.198630137
48.325011,0.157534247
48.35702084,0.155821918
48.3890268,0.15239726
48.42102886,0.145547945
48.45302702,0.095890411
48.48502127,0.08390411
48.51701161,0.070205479
48.54899802,0.056506849
48.58098054,0.035958904
48.61295925,0.032534247
48.64493424,0.032534247
48.67690559,0.017123288
48.70887342,0.015410959
48.74083779,0.017123288
48.77279881,0.01369863
48.80475656,0.022260274
48.83671114,0.010273973
48.86866264,0.010273973
48.90061114,0.01369863
48.93255675,0.010273973
48.96449954,0.017123288
48.99643962,0.008561644
49.02837707,0.01369863
49.06031198,0.011986301
49.09224445,0.010273973
49.12417457,0.005136986
49.15610242,0.010273973
49.1880281,0.025684932
49.2199517,0.017123288
49.25187331,0.008561644
49.28379303,0.006849315
49.31571093,0.010273973
49.34762712,0.01369863
49.37954168,0.006849315
49.41145471,0.018835616
49.4433663,0.015410959
49.47527653,0.022260274
49.5071855,0.010273973
49.53909331,0.020547945
49.57100003,0.01369863
49.60290577,0.008561644
49.63481061,0.010273973
49.66671465,0.006849315
49.69861797,0.003424658
49.73052066,0.008561644
49.76242283,0.011986301
49.79432455,0.011986301
49.82622593,0.010273973
49.85812704,0.015410959
49.89002799,0.017123288
49.92192886,0.010273973
49.95382975,0.022260274
49.98573074,0.01369863
50.01763192,0.008561644
50.0495334,0.010273973
50.08143525,0.015410959
50.11333757,0.005136986
50.14524046,0.006849315
50.17714399,0.010273973
50.20904827,0.010273973
50.24095339,0.01369863
50.27285942,0.008561644
50.30476648,0.01369863
50.33667464,0.006849315
50.368584,0.010273973
50.40049465,0.010273973
50.43240668,0.015410959
50.46432018,0.017123288
50.49623524,0.017123288
50.52815196,0.018835616
50.56007042,0.003424658
50.59199072,0.006849315
50.62391295,0.011986301
50.65583719,0.01369863
50.68776355,0.015410959
50.7196921,0.01369863
50.75162295,0.008561644
50.78355618,0.01369863
50.81549188,0.017123288
50.84743014,0.017123288
50.87937107,0.008561644
50.91131473,0.018835616
50.94326124,0.011986301
50.97521068,0.015410959
51.00716313,0.017123288
51.0391187,0.006849315
51.07107747,0.01369863
51.10303953,0.006849315
51.13500498,0.010273973
51.1669739,0.01369863
51.19894639,0.010273973
51.23092254,0.015410959
51.26290243,0.020547945
51.29488617,0.008561644
51.32687384,0.006849315
51.35886553,0.01369863
51.39086133,0.011986301
51.42286133,0.010273973
51.45486564,0.008561644
51.48687432,0.011986301
51.51888749,0.010273973
51.55090522,0.008561644
51.58292762,0.011986301
51.61495476,0.006849315
51.64698675,0.015410959
51.67902367,0.015410959
51.71106561,0.005136986
51.74311267,0.01369863
51.77516493,0.011986301
51.80722249,0.010273973
51.83928544,0.011986301
51.87135387,0.006849315
51.90342787,0.008561644
51.93550753,0.006849315
51.96759295,0.017123288
51.9996842,0.006849315
52.0317814,0.010273973
52.06388461,0.010273973
52.09599395,0.008561644
52.12810949,0.01369863
52.16023134,0.001712329
52.19235957,0.006849315
52.22449428,0.015410959
52.25663557,0.005136986
52.28878352,0.018835616
52.32093822,0.015410959
52.35309977,0.008561644
52.38526826,0.008561644
52.41744378,0.01369863
52.44962641,0.011986301
52.48181625,0.01369863
52.5140134,0.011986301
52.54621794,0.005136986
52.57842996,0.008561644
52.61064955,0.011986301
52.64287681,0.006849315
52.67511183,0.011986301
52.70735469,0.015410959
52.73960549,0.008561644
52.77186433,0.010273973
52.80413128,0.017123288
52.83640645,0.011986301
52.86868992,0.005136986
52.90098178,0.006849315
52.93328213,0.020547945
52.96559105,0.01369863
52.99790864,0.01369863
53.03023499,0.008561644
53.06257019,0.01369863
53.09491433,0.01369863
53.1272675,0.010273973
53.1596298,0.003424658
53.19200131,0.017123288
53.22438211,0.017123288
53.25677211,0.01369863
53.28917096,0.010273973
53.32157831,0.022260274
53.35399382,0.01369863
53.38641714,0.006849315
53.41884792,0.01369863
53.45128581,0.003424658
53.48373047,0.020547945
53.51618154,0.011986301
53.54863868,0.015410959
53.58110154,0.005136986
53.61356977,0.010273973
53.64604302,0.008561644
53.67852095,0.008561644
53.71100321,0.010273973
53.74348945,0.01369863
53.77597932,0.010273973
53.80847247,0.017123288
53.84096855,0.011986301
53.87346723,0.003424658
53.90596814,0.011986301
53.93847094,0.011986301
53.97097529,0.01369863
54.00348083,0.015410959
54.03598721,0.010273973
54.0684941,0.011986301
54.10100113,0.015410959
54.13350797,0.011986301
54.16601426,0.006849315
54.19851965,0.008561644
54.23102381,0.017123288
54.26352637,0.011986301
54.29602699,0.008561644
54.32852533,0.020547945
54.36102103,0.022260274
54.39351375,0.015410959
54.42600314,0.01369863
54.45848885,0.022260274
54.49097053,0.01369863
54.52344784,0.017123288
54.55592042,0.020547945
54.58838794,0.006849315
54.62085003,0.005136986
54.65330635,0.010273973
54.68575656,0.015410959
54.7182003,0.022260274
54.75063724,0.006849315
54.78306701,0.001712329
54.81548927,0.01369863
54.84790368,0.020547945
54.88030988,0.008561644
54.91270753,0.011986301
54.94509628,0.015410959
54.97747578,0.011986301
55.00984568,0.008561644
55.04220564,0.006849315
55.0745553,0.008561644
55.10689433,0.015410959
55.13922236,0.006849315
55.17153906,0.011986301
55.20384407,0.006849315
55.23613704,0.01369863
55.26841764,0.008561644
55.3006855,0.010273973
55.33294029,0.018835616
55.36518165,0.005136986
55.39740923,0.01369863
55.4296227,0.011986301
55.46182169,0.010273973
55.49400586,0.018835616
55.52617487,0.011986301
55.55832836,0.005136986
55.59046599,0.017123288
55.62258741,0.011986301
55.65469226,0.015410959
55.68678021,0.006849315
55.71885091,0.011986301
55.750904,0.01369863
55.78293914,0.018835616
55.81495598,0.006849315
55.84695417,0.015410959
55.87893337,0.010273973
55.91089322,0.01369863
55.94283338,0.020547945
55.9747535,0.006849315
56.00665323,0.020547945
56.03853222,0.01369863
56.07039013,0.017123288
56.10222661,0.015410959
56.1340413,0.015410959
56.16583387,0.01369863
56.19760402,0.011986301
56.22935194,0.010273973
56.26107805,0.017123288
56.29278278,0.017123288
56.32446654,0.018835616
56.35612975,0.018835616
56.38777284,0.015410959
56.41939624,0.01369863
56.45100035,0.020547945
56.4825856,0.018835616
56.51415241,0.020547945
56.54570121,0.025684932
56.57723241,0.020547945
56.60874643,0.02739726
56.64024371,0.032534247
56.67172465,0.046232877
56.70318968,0.056506849
56.73463923,0.042808219
56.7660737,0.092465753
56.79749353,0.059931507
56.82889914,0.075342466
56.86029094,0.094178082
56.89166936,0.109589041
56.92303481,0.133561644
56.95438773,0.128424658
56.98572853,0.172945205
57.01705763,0.135273973
57.04837545,0.119863014
57.07968242,0.11130137
57.11097896,0.104452055
57.14226548,0.123287671
57.17354242,0.148972603
57.20481018,0.196917808
57.23606919,0.244863014
57.26731988,0.23630137
57.29856266,0.301369863
57.32979796,0.315068493
57.36102619,0.285958904
57.39224778,0.352739726
57.42346315,0.33390411
57.45467273,0.337328767
57.48587692,0.255136986
57.51707615,0.27739726
57.54827085,0.203767123
57.57946144,0.171232877
57.61064833,0.172945205
57.64183197,0.157534247
57.67301303,0.147260274
57.70419229,0.101027397
57.73537057,0.065068493
57.76654864,0.061643836
57.79772731,0.051369863
57.82890738,0.032534247
57.86008965,0.030821918
57.8912749,0.02739726
57.92246394,0.037671233
57.95365756,0.020547945
57.98485656,0.017123288
58.01606174,0.01369863
58.04727389,0.01369863
58.07849382,0.010273973
58.10972231,0.020547945
58.14096016,0.011986301
58.17220818,0.01369863
58.20346715,0.029109589
58.23473788,0.005136986
58.26602116,0.005136986
58.29731779,0.01369863
58.32862856,0.015410959
58.35995428,0.022260274
58.39129573,0.01369863
58.42265372,0.023972603
58.45402904,0.015410959
58.48542248,0.018835616
58.51683486,0.018835616
58.54826695,0.01369863
58.57971957,0.010273973
58.6111935,0.008561644
58.64268954,0.01369863
58.6742085,0.022260274
58.70575116,0.018835616
58.73731832,0.008561644
58.76891078,0.015410959
58.80052934,0.008561644
58.83217479,0.018835616
58.86384793,0.011986301
58.89554956,0.003424658
58.92728048,0.020547945
58.95904147,0.018835616
58.99083334,0.008561644
59.02265688,0.015410959
59.05451287,0.003424658
59.08640112,0.008561644
59.11832041,0.020547945
59.15026947,0.005136986
59.18224702,0.008561644
59.21425179,0.006849315
59.24628248,0.01369863
59.27833783,0.010273973
59.31041656,0.006849315
59.34251738,0.010273973
59.37463903,0.015410959
59.40678022,0.010273973
59.43893968,0.003424658
59.47111613,0.020547945
59.50330828,0.010273973
59.53551487,0.017123288
59.56773461,0.010273973
59.59996623,0.020547945
59.63220844,0.01369863
59.66445998,0.006849315
59.69671955,0.011986301
59.7289859,0.003424658
59.76125772,0.01369863
59.79353376,0.015410959
59.82581273,0.011986301
59.85809335,0.010273973
59.89037434,0.01369863
59.92265443,0.01369863
59.95493235,0.011986301
59.9872068,0.020547945
60.01947651,0.022260274
60.05174021,0.015410959
60.08399662,0.010273973
60.11624446,0.010273973
60.14848244,0.01369863
60.18070931,0.008561644
60.21292376,0.011986301
60.24512454,0.017123288
60.27731035,0.018835616
60.30947993,0.003424658
60.34163199,0.010273973
60.37376526,0.006849315
60.40587845,0.010273973
60.4379703,0.010273973
60.47003988,0.011986301
60.50208809,0.003424658
60.53411634,0.010273973
60.56612604,0.018835616
60.59811861,0.010273973
60.63009548,0.011986301
60.66205807,0.020547945
60.69400778,0.011986301
60.72594604,0.01369863
60.75787427,0.006849315
60.78979388,0.017123288
60.8217063,0.006849315
60.85361294,0.011986301
60.88551522,0.01369863
60.91741456,0.015410959
60.94931237,0.011986301
60.98121009,0.017123288
61.01310911,0.01369863
61.04501087,0.008561644
61.07691678,0.011986301
61.10882826,0.008561644
61.14074672,0.011986301
61.17267359,0.008561644
61.20461029,0.01369863
61.23655822,0.011986301
61.26851882,0.010273973
61.3004935,0.015410959
61.33248367,0.011986301
61.36449077,0.015410959
61.39651619,0.011986301
61.42856137,0.010273973
61.46062772,0.008561644
61.49271666,0.010273973
61.5248296,0.017123288
61.55696798,0.015410959
61.58913319,0.010273973
61.62132667,0.018835616
61.65354984,0.008561644
61.6858041,0.015410959
61.71809088,0.020547945
61.75041159,0.01369863
61.78276766,0.010273973
61.81516051,0.011986301
61.84759131,0.010273973
61.88005978,0.005136986
61.91256507,0.015410959
61.94510632,0.006849315
61.97768268,0.008561644
62.01029327,0.010273973
62.04293726,0.01369863
62.07561377,0.01369863
62.10832196,0.010273973
62.14106097,0.008561644
62.17382993,0.01369863
62.20662799,0.01369863
62.2394543,0.010273973
62.27230799,0.022260274
62.30518821,0.018835616
62.33809411,0.010273973
62.37102482,0.015410959
62.40397948,0.011986301
62.43695725,0.011986301
62.46995726,0.015410959
62.50297866,0.01369863
62.53602058,0.001712329
62.56908217,0.015410959
62.60216258,0.011986301
62.63526094,0.006849315
62.66837641,0.015410959
62.70150811,0.022260274
62.7346552,0.015410959
62.76781682,0.011986301
62.8009921,0.01369863
62.8341802,0.01369863
62.86738025,0.025684932
62.90059141,0.032534247
62.9338128,0.020547945
62.96704357,0.034246575
63.00028288,0.054794521
63.03352985,0.053082192
63.06678363,0.087328767
63.10004337,0.095890411
63.1333082,0.075342466
63.16657727,0.119863014
63.19984973,0.157534247
63.23312471,0.126712329
63.26640136,0.13869863
63.29967882,0.114726027
63.33295623,0.121575342
63.36623274,0.109589041
63.39950748,0.090753425
63.43277961,0.090753425
63.46604827,0.078767123
63.49931258,0.094178082
63.53257171,0.099315068
63.56582479,0.095890411
63.59907097,0.140410959
63.63230938,0.159246575
63.66553918,0.172945205
63.69875949,0.178082192
63.73196947,0.184931507
63.76516826,0.174657534
63.79835501,0.183219178
63.83152884,0.195205479
63.86468891,0.198630137
63.89783437,0.220890411
63.93096434,0.214041096
63.96407798,0.184931507
63.99717442,0.191780822
64.03025282,0.140410959
64.06331231,0.164383562
64.09635203,0.104452055
64.12937113,0.114726027
64.16236876,0.066780822
64.19534404,0.054794521
64.22829614,0.056506849
64.26122418,0.053082192
64.29412731,0.042808219
64.32700468,0.042808219
64.35985543,0.032534247
64.3926787,0.022260274
64.42547362,0.022260274
64.45823936,0.017123288
64.49097504,0.010273973
64.52367981,0.015410959
64.55632781,0.011986301
64.58896937,0.01369863
64.62157957,0.006849315
64.65415862,0.008561644
64.68670678,0.011986301
64.71922427,0.020547945
64.75171132,0.018835616
64.78416818,0.011986301
64.81659508,0.006849315
64.84899225,0.010273973
64.88135993,0.011986301
64.91369836,0.017123288
64.94600777,0.001712329
64.9782884,0.005136986
65.01054047,0.008561644
65.04276424,0.006849315
65.07495992,0.006849315
65.10712777,0.008561644
65.13926801,0.008561644
65.17138087,0.010273973
65.20346661,0.005136986
65.23552544,0.017123288
65.2675576,0.003424658
65.29956334,0.010273973
