iter	RMSE
214	1.130975266
215	1.125962991
216	1.120986929
217	1.117263339
218	1.113617724
219	1.109890189
220	1.104899308
221	1.100562331
222	1.09574094
223	1.091879715
224	1.087424391
225	1.083625204
226	1.078817382
227	1.074110888
228	1.069438658
229	1.065908965
230	1.061435763
231	1.056850049
232	1.052297896
233	1.047779102
234	1.043477584
235	1.03881976
236	1.034391278
237	1.029934377
238	1.025067931
239	1.020757261
240	1.014911485
241	1.010797849
242	1.006341353
243	1.000607599
244	0.9949234511
245	0.9908057681
246	0.9866839364
247	0.982461549
248	0.9778489215
249	0.9737947476
250	0.9682870972
251	0.9644038334
252	0.9598945444
253	0.9559481004
254	0.9520285271
255	0.9475916991
256	0.9438240277
257	0.9394366931
258	0.9356121593
259	0.9317369809
260	0.9279527958
261	0.9236564839
262	0.9198889292
263	0.9160643158
264	0.9118307976
265	0.9080596909
266	0.9038709205
267	0.8999601342
268	0.8964562742
269	0.8924346627
270	0.8883271357
271	0.884782969
272	0.8807245019
273	0.8767807447
274	0.8732961053
275	0.8693014035
276	0.8659493931
277	0.8625362887
278	0.8591490927
279	0.8557876484
280	0.8520604826
281	0.8487392758
282	0.8454434199
283	0.842172761
284	0.8383581271
285	0.8345691969
286	0.8313633929
287	0.8281821992
288	0.8250254658
289	0.8212922674
290	0.8182162228
291	0.8151156871
292	0.8114624186
293	0.8084047691
294	0.8053707776
295	0.80177987
296	0.7982134793
297	0.7952399542
298	0.7917162529
299	0.7887839882
300	0.7859179426
301	0.7830635428
302	0.7801955565
303	0.7767634243
304	0.7739354211
305	0.770562685
306	0.7677690773
307	0.7644660421
308	0.7617055973
309	0.7584038705
310	0.7550828189
311	0.7523727347
312	0.7490914183
313	0.7464192938
314	0.7437683093
315	0.7411383324
316	0.7385567415
317	0.7359666138
318	0.732789462
319	0.7302309431
320	0.7270755774
321	0.7239423616
322	0.7214354603
323	0.7183397155
324	0.7152430605
325	0.7121776633
326	0.7091212086
327	0.7060863055
328	0.7036657518
329	0.7012826627
330	0.6982960356
331	0.6959272885
332	0.6929519553
333	0.6906301147
334	0.6876980106
335	0.6847955153
336	0.6818803641
337	0.6784985721
338	0.6755948425
339	0.6733467325
340	0.6710897751
341	0.6682776295
342	0.665493878
343	0.6626748018
344	0.6598477657
345	0.6570645849
346	0.6549040192
347	0.6527605116
348	0.6499818569
349	0.6478658678
350	0.645198033
351	0.6424567088
352	0.6397594906
353	0.6371437367
354	0.634435357
355	0.632387753
356	0.6294359996
357	0.6274116098
358	0.6248017776
359	0.6228013322
360	0.6199031881
361	0.6172721885
362	0.6147217562
363	0.6118735277
364	0.6090454458
365	0.6062373789
366	0.6034491962
367	0.6006807685
368	0.5979319674
369	0.5952026657
370	0.5932860843
371	0.5905821743
372	0.5886475684
373	0.5859689079
374	0.5833092456
375	0.5808263263
376	0.5789314034
377	0.5770854215
378	0.5752541878
379	0.5734376111
380	0.5716356008
381	0.5698480663
382	0.5680749178
383	0.5663160654
384	0.5645714199
385	0.5628408922
386	0.5611243936
387	0.5594218359
388	0.5577331311
389	0.5560581915
390	0.5543969298
391	0.5527492591
392	0.5511150927
393	0.5494943442
394	0.5478869278
395	0.5462927578
396	0.5447117489
397	0.543143816
398	0.5415888746
399	0.5400468402
400	0.5385176289
401	0.5370011571
402	0.5354973413
403	0.5340060985
404	0.532527346
405	0.5310610014
406	0.5296069827
407	0.528165208
408	0.526735596
409	0.5253180656
410	0.5239125359
411	0.5225189266
412	0.5211371573
413	0.5197671484
414	0.5184088203
415	0.5170620937
416	0.5157268899
417	0.5144031302
418	0.5121722019
419	0.5099624867
420	0.5077738084
421	0.5056059923
422	0.503458865
423	0.5013322543
424	0.4992259892
425	0.4971398999
426	0.4950738181
427	0.4927808393
428	0.4905053562
429	0.4882472515
430	0.4860064086
431	0.4839884749
432	0.4817717365
433	0.4795719884
434	0.4773891168
435	0.4752230086
436	0.4730735515
437	0.4709406339
438	0.468982577
439	0.4668726789
440	0.4647790609
441	0.4627016137
442	0.4606402292
443	0.4585947998
444	0.4565652187
445	0.45455138
446	0.4526566481
447	0.450664638
448	0.4486881233
449	0.4467270003
450	0.4447811661
451	0.4428505182
452	0.4408019509
453	0.4389619418
454	0.4370644536
455	0.4351818328
456	0.4333139796
457	0.431460795
458	0.4294810141
459	0.4275151727
460	0.4255631816
461	0.4236249524
462	0.4218500766
463	0.4200637386
464	0.4182915279
465	0.4165333493
466	0.4146491745
467	0.4127783726
468	0.4109208582
469	0.4091963897
470	0.4074909959
471	0.4057991891
472	0.4042130546
473	0.4025390812
474	0.4008784794
475	0.3992311586
476	0.3977696373
477	0.3961019159
478	0.3944763934
479	0.3928638954
480	0.3914259516
481	0.3897866205
482	0.3881626762
483	0.3865762264
484	0.3850025204
485	0.3834031645
486	0.3818467293
487	0.3803028368
488	0.3787714018
489	0.3772523395
490	0.3758571223
491	0.3742937801
492	0.3727450832
493	0.3712504397
494	0.3696467826
495	0.3680571707
496	0.3665958815
497	0.365146482
498	0.3635917943
499	0.3620508035
500	0.3606339409
501	0.3592286739
502	0.3577217476
503	0.3563381369
504	0.3548546466
505	0.3534924228
506	0.3520320755
507	0.3506909717
508	0.3493609561
509	0.3479127853
510	0.346491647
511	0.3451860128
512	0.3437872004
513	0.3424009492
514	0.3411251878
515	0.3398600767
516	0.3385050738
517	0.3372598416
518	0.3359263286
519	0.3347007234
520	0.3334854263
521	0.3321822
522	0.3309861486
523	0.329703754
524	0.3285267026
525	0.3272648728
526	0.3261065782
527	0.3249581294
528	0.3236053014
529	0.3223779754
530	0.3212509195
531	0.3200434172
532	0.3189344547
533	0.3177465191
534	0.3166554154
535	0.3155736915
536	0.3144133151
537	0.3133490949
538	0.3122076719
539	0.3111607263
540	0.3101228499
541	0.3088563024
542	0.3075649435
543	0.3062851585
544	0.3051814445
545	0.3040880677
546	0.3030822289
547	0.3020068454
548	0.3009418305
549	0.2998838248
550	0.2989096687
551	0.2978694121
552	0.2968360059
553	0.2958853033
554	0.294869289
555	0.2936356832
556	0.2924135492
557	0.2914096869
558	0.2904152961
559	0.2894277425
560	0.2884495182
561	0.2872338491
562	0.2860421401
563	0.2850758588
564	0.2841184481
565	0.283167895
566	0.2822260791
567	0.2810279489
568	0.2798655645
569	0.2787134504
570	0.2777872168
571	0.2768690193
572	0.2759578776
573	0.2750546506
574	0.2741583782
575	0.2732798251
576	0.2721052618
577	0.2709875814
578	0.2701099209
579	0.2692396935
580	0.2683854297
581	0.2675377887
582	0.2660102059
583	0.2650215268
584	0.2640406644
585	0.262958591
586	0.2619895917
587	0.2609210852
588	0.2600914589
589	0.259268346
590	0.2583124075
591	0.2574958248
592	0.2565481043
593	0.2555049198
594	0.2546979043
595	0.2538968122
596	0.2531018567
597	0.2523127538
598	0.2515297079
599	0.2500940777
600	0.24916685
601	0.2482469189
602	0.2473342379
603	0.2464287605
604	0.2454271989
605	0.2445325994
606	0.2435435139
607	0.2427777669
608	0.2420180325
609	0.2412637414
610	0.2403813544
611	0.2395059324
612	0.2387585145
613	0.2378904606
614	0.2369303469
615	0.236191133
616	0.2354576116
617	0.2347294837
618	0.2340069749
619	0.2331489438
620	0.2322987977
621	0.2314553547
622	0.2306157034
623	0.2296865545
624	0.22876557
625	0.2280545634
626	0.2273488342
627	0.2266485056
628	0.2259533867
629	0.2252636032
630	0.2244410679
631	0.2236250024
632	0.2229410137
633	0.2221278095
634	0.2213240454
635	0.2204370805
636	0.2197611301
637	0.2190901342
638	0.2182965006
639	0.2175091225
640	0.2168439006
641	0.216062987
642	0.2151995679
643	0.2145414806
644	0.2138886035
645	0.2132404521
646	0.2124632609
647	0.2116976392
648	0.2109319043
649	0.2100909034
650	0.2094512429
651	0.2086946785
652	0.207948779
653	0.2071228861
654	0.2064890498
655	0.2058613746
656	0.2051246814
657	0.204393814
658	0.2037698978
659	0.2029628813
660	0.2023468786
661	0.2017343085
662	0.2011276325
663	0.2003991919
664	0.19968258
665	0.1989716296
666	0.1981855857
667	0.1975846217
668	0.1969893659
669	0.1963975134
670	0.1958112937
671	0.1951018656
672	0.1944046334
673	0.1937129043
674	0.1930188017
675	0.1922574904
676	0.1915028856
677	0.1909240814
678	0.1903506743
679	0.1897806594
680	0.1892159704
681	0.1886546348
682	0.1880985547
683	0.1874157333
684	0.1867446954
685	0.1860789435
686	0.1854184445
687	0.1847631652
688	0.1840382764
689	0.1834874558
690	0.1829417235
691	0.1823992975
692	0.1818618927
693	0.1812057467
694	0.1805627612
695	0.1799248523
696	0.1792829212
697	0.1785806425
698	0.1778845531
699	0.1773537734
700	0.1768278404
701	0.1763051629
702	0.1757872683
703	0.175163627
704	0.1746489252
705	0.174030172
706	0.1735201393
707	0.1728968831
708	0.1722872879
709	0.1716825121
710	0.1710135757
711	0.1705081773
712	0.170007368
713	0.1693998418
714	0.1688062523
715	0.1681506587
716	0.167654437
717	0.1671627069
718	0.1666740938
719	0.1660872238
720	0.1656029568
721	0.1650107154
722	0.1644325101
723	0.1638588824
724	0.1632236469
725	0.1627436982
726	0.1622680778
727	0.1617955012
728	0.1612282633
729	0.1607598427
730	0.1601864222
731	0.1596275435
732	0.1590098726
733	0.1585456938
734	0.1580856982
735	0.1575227139
736	0.1569740355
737	0.1563686164
738	0.155912766
739	0.1554610227
740	0.1550121989
741	0.1544695103
742	0.1540245951
743	0.1534755456
744	0.1529408286
745	0.1524103469
746	0.1518235935
747	0.1510667829
748	0.1505452293
749	0.1499680609
750	0.1495299284
751	0.1487852079
752	0.1482722679
753	0.1477057984
754	0.1469711989
755	0.1464668699
756	0.145909615
757	0.1451849724
758	0.1446890995
759	0.144140886
760	0.1434260391
761	0.1428656839
762	0.1421580689
763	0.1416050765
764	0.1409046048
765	0.1403588734
766	0.1396654579
767	0.139126887
768	0.1384404415
769	0.1379089325
770	0.1373822098
771	0.1367048286
772	0.136185013
773	0.1357807126
774	0.1351116737
775	0.1345993497
776	0.1342009911
777	0.133540173
778	0.1330352159
779	0.1326427016
780	0.1319899849
781	0.1314922727
782	0.1309990469
783	0.1306128965
784	0.1302303066
785	0.1295890806
786	0.1291307888
787	0.1287530745
788	0.1281198687
789	0.1276388409
790	0.127188429
791	0.1268161015
792	0.1264472048
793	0.1258252987
794	0.1253805713
795	0.1249108087
796	0.1245471548
797	0.1241868545
798	0.1235760266
799	0.1231387682
800	0.1227051952
801	0.1223492973
802	0.1217481583
803	0.1212918055
804	0.1209388989
805	0.1205891996
806	0.1201628631
807	0.1198182893
808	0.1194768933
809	0.1188891441
810	0.1184680734
811	0.1180580879
812	0.1176513704
813	0.1172479001
814	0.116910306
815	0.116336141
816	0.1159377879
817	0.11554262
818	0.1151506171
819	0.1147617592
820	0.1143760262
821	0.1139515939
822	0.1133931091
823	0.1130137487
824	0.1124610329
825	0.1120450323
826	0.1114977669
827	0.1110796487
828	0.1106652825
829	0.1103373897
830	0.110012471
831	0.1094748297
832	0.1090669182
833	0.1087467166
834	0.1082156328
835	0.1078135298
836	0.1074979689
837	0.1069733477
838	0.1065769578
839	0.1061841234
840	0.1058736131
841	0.1055659391
842	0.1050504416
843	0.1046864988
844	0.1043826278
845	0.103873526
846	0.1034902673
847	0.1031324286
848	0.1028327672
849	0.1025358421
850	0.1020357139
851	0.1016822081
852	0.101307787
853	0.1010149628
854	0.1005225341
855	0.1001749341
856	0.09980724913
857	0.09951661947
858	0.09922860528
859	0.0989431865
860	0.09866206993
861	0.09826496687
862	0.09787132412
863	0.09753653369
864	0.0972044234
865	0.09687497621
866	0.09654817518
867	0.09622400343
868	0.09590244417
869	0.09558348068
870	0.09523324448
871	0.09491790576
872	0.09457182676
873	0.09429332523
874	0.09383434099
875	0.09337851447
876	0.09306972778
877	0.09273104017
878	0.0922812341
879	0.09197749028
880	0.09164411524
881	0.0912002341
882	0.09087111551
883	0.0904315636
884	0.09010328115
885	0.08983439365
886	0.08940017149
887	0.08907654197
888	0.08875582217
889	0.08849120682
890	0.08822898128
891	0.08780225032
892	0.08748646818
893	0.08722799294
894	0.08688272548
895	0.08654051945
896	0.0862304255
897	0.08589246784
898	0.08558635751
899	0.08529858804
900	0.08496645232
901	0.08466542189
902	0.08433740622
903	0.0840402289
904	0.08376039408
905	0.08343801941
906	0.08314575542
907	0.08282737676
908	0.08253884025
909	0.08222440224
910	0.08193953884
911	0.08167000335
912	0.08136095906
913	0.08108078303
914	0.08077556137
915	0.08049893957
916	0.08023678499
917	0.07993679085
918	0.07966470468
919	0.07936841903
920	0.0790997726
921	0.07884477744
922	0.07855355872
923	0.07828930186
924	0.07800168125
925	0.07774075387
926	0.07745668176
927	0.07720999366
928	0.07695331779
929	0.07671182734
930	0.07647242658
931	0.07623510059
932	0.07599983453
933	0.07576661366
934	0.07553542327
935	0.07530624879
936	0.07507907567
937	0.07485388947
938	0.07463067581
939	0.07440942041
940	0.07419010903
941	0.07397272754
942	0.07375726186
943	0.07354369799
944	0.07333202202
945	0.07312222008
946	0.07291427841
947	0.0727081833
948	0.07250392111
949	0.0723014783
950	0.07210011663
951	0.0719009954
952	0.07170294226
953	0.0715066698
954	0.07131230434
955	0.07111926809
956	0.07092811028
957	0.07073826429
958	0.07055026882
959	0.07036356765
960	0.07017868972
961	0.06999508844
962	0.06981316225
963	0.06963273776
964	0.06945384273
965	0.0692764277
966	0.06910052021
967	0.06892607157
968	0.06875310848
969	0.06858174129
970	0.06841152213
971	0.06824303326
972	0.06807567671
973	0.06791002428
974	0.06774548891
975	0.06758263149
976	0.06742129367
977	0.06726077282
978	0.06710216648
979	0.06694436712
980	0.06678845204
981	0.06663333431
982	0.06648007072
983	0.06632825319
984	0.06617694364
985	0.06602771653
986	0.06571299117
987	0.06540052323
988	0.06514603613
989	0.06483687988
990	0.06458540972
991	0.06433587615
992	0.06418821452
993	0.06404195923
994	0.06389709864
995	0.06359373168
996	0.06329254491
997	0.06304655621
998	0.06290388764
999	0.06276258363
