                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     92,                 1.1283,                 1.3663,                0.57641,                0.82801,                0.67757,                0.61331,                0.62036,                0.37435,                 0.4482,                0.45833,                0.46713,                0.22835,                 1.1716,                0.82185,                0.87807,                0.84899,              0.0054955,              0.0054955,              0.0054955
                     93,                  1.154,                 1.3034,                0.59764,                0.83471,                0.78148,                0.54167,                0.67964,                0.38849,                0.48208,                    0.5,                0.49619,                0.22496,                 1.2042,                0.90478,                 0.8945,                0.84663,               0.005446,               0.005446,               0.005446
                     94,                 1.1396,                 1.2539,                0.58214,                 0.8251,                0.75336,                0.58333,                0.65206,                0.38483,                0.47697,                    0.5,                0.56491,                0.23372,                 1.2597,                0.91881,                0.97327,                0.84934,              0.0053965,              0.0053965,              0.0053965
                     95,                 1.0774,                 1.2837,                0.56723,                0.82108,                0.86455,                0.53239,                0.68404,                0.38272,                0.66466,                0.33333,                0.41195,                0.20959,                 1.3166,                 1.0693,                  1.104,                0.84904,               0.005347,               0.005347,               0.005347
                     96,                 1.1245,                 1.3768,                0.57027,                0.82778,                0.69041,                0.58333,                0.67751,                0.36482,                0.49019,                0.41667,                 0.3676,                0.18883,                 1.2707,                 1.0751,                 1.2905,                0.83751,              0.0052975,              0.0052975,              0.0052975
                     97,                 1.0865,                 1.2833,                0.57246,                 0.8238,                0.78038,                0.54167,                0.66274,                0.37419,                 0.7196,                0.29167,                0.41995,                0.19438,                 1.3265,                 1.0661,                 1.2992,                0.84945,               0.005248,               0.005248,               0.005248
                     98,                 1.0534,                 1.2966,                0.55647,                0.83385,                 0.8454,                0.54167,                0.61971,                0.35936,                 0.5277,                0.37257,                0.39981,                0.19247,                 1.2784,                 1.1001,                 1.3881,                0.85347,              0.0051985,              0.0051985,              0.0051985
                     99,                 1.1201,                 1.2316,                0.56738,                0.82499,                0.84829,                0.54167,                0.62421,                0.35157,                 0.5247,                0.41667,                0.43026,                0.20676,                 1.2604,                 1.0373,                 1.4616,                0.84949,               0.005149,               0.005149,               0.005149
                    100,                 1.0804,                 1.2017,                0.55401,                0.82742,                0.76768,                    0.5,                0.55907,                0.35325,                0.54629,                0.33333,                 0.4057,                0.17421,                 1.1868,                 1.0186,                 1.4563,                0.84864,              0.0050995,              0.0050995,              0.0050995
                    101,                 1.1192,                 1.2506,                0.56412,                0.83568,                0.73752,                  0.625,                0.64144,                0.34819,                0.44236,                  0.375,                0.33904,                0.13194,                 1.3137,                 1.1338,                 1.5527,                0.86211,                0.00505,                0.00505,                0.00505
                    102,                 1.1123,                 1.4339,                0.58637,                0.83084,                0.62322,                0.54167,                0.58658,                 0.3549,                 0.3891,                0.41667,                0.36113,                0.18048,                 1.2666,                 1.0792,                 1.1183,                0.85489,              0.0050005,              0.0050005,              0.0050005
                    103,                 1.1292,                 1.3363,                 0.5628,                0.83865,                0.75474,                0.58333,                0.66654,                0.39556,                0.78742,                  0.375,                0.49945,                0.21987,                 1.2158,                0.99998,                 1.1373,                0.85415,               0.004951,               0.004951,               0.004951
                    104,                 1.0949,                 1.2888,                0.55306,                 0.8364,                0.80977,                0.54167,                0.65591,                0.39306,                0.72636,                  0.375,                0.49545,                0.21637,                  1.235,                 1.0169,                 1.1085,                0.86159,              0.0049015,              0.0049015,              0.0049015
                    105,                 1.1135,                 1.2179,                0.56204,                0.82951,                0.75995,                 0.5282,                 0.6369,                0.39349,                0.44712,                  0.375,                0.39919,                0.19649,                 1.2942,                0.99991,                 1.1846,                0.87433,               0.004852,               0.004852,               0.004852
                    106,                 1.1379,                 1.2693,                0.59148,                 0.8282,                0.79153,                0.58333,                 0.6502,                0.36675,                0.39802,                  0.375,                0.36188,                0.18357,                 1.3458,                0.96787,                 1.1314,                0.88421,              0.0048025,              0.0048025,              0.0048025
                    107,                 1.0406,                 1.2354,                 0.5505,                0.82597,                0.75497,                0.58333,                0.62942,                0.37723,                0.47533,                0.41529,                0.42958,                0.19748,                 1.3283,                0.91986,                 1.1497,                0.88893,               0.004753,               0.004753,               0.004753
                    108,                 1.0551,                 1.2665,                0.54391,                0.82602,                0.78631,                0.61373,                0.64468,                0.41922,                0.52454,                0.41385,                 0.4384,                0.20395,                 1.3053,                0.94634,                 1.2593,                0.89781,              0.0047035,              0.0047035,              0.0047035
                    109,                 1.0464,                 1.1822,                0.54945,                0.82527,                0.78384,                  0.625,                0.67698,                0.39793,                0.62631,                    0.5,                0.49944,                0.18889,                 1.3354,                 0.9758,                 1.2821,                0.88031,               0.004654,               0.004654,               0.004654
                    110,                 1.0022,                 1.1958,                0.54291,                0.82101,                0.91965,                    0.5,                0.62154,                0.39611,                0.72232,                  0.375,                0.44643,                0.17828,                 1.3121,                 0.9934,                 1.0911,                0.88245,              0.0046045,              0.0046045,              0.0046045
                    111,                 1.0351,                 1.2551,                0.54214,                0.81505,                0.72451,                  0.625,                0.65822,                0.37748,                0.48185,                0.41667,                0.44873,                 0.1844,                 1.2862,                0.94978,                  0.837,                0.87282,               0.004555,               0.004555,               0.004555
                    112,                0.99642,                   1.18,                0.53365,                0.81389,                  0.683,                0.58333,                0.62177,                0.39909,                0.55204,                  0.375,                0.43976,                0.16767,                 1.2511,                 0.8875,                0.76105,                0.87207,              0.0045055,              0.0045055,              0.0045055
                    113,                 1.0473,                 1.3184,                 0.5503,                0.81684,                0.81316,                  0.625,                0.66515,                0.40256,                0.59632,                0.45833,                0.45538,                0.18171,                 1.3459,                0.82077,                0.81608,                0.87048,               0.004456,               0.004456,               0.004456
                    114,                 1.0393,                 1.2212,                0.55072,                0.82629,                 0.7484,                0.61993,                0.64724,                0.38889,                0.52289,                0.45833,                0.44175,                0.21047,                 1.4104,                0.76273,                0.86064,                0.87204,              0.0044065,              0.0044065,              0.0044065
                    115,                  1.064,                 1.1888,                0.54021,                0.81771,                0.73322,                0.58333,                0.61379,                 0.3606,                0.42866,                0.41667,                0.38894,                0.20329,                 1.4061,                0.81725,                0.90177,                0.85818,               0.004357,               0.004357,               0.004357
                    116,                 1.0555,                 1.2447,                0.54774,                0.81208,                0.66752,                  0.625,                0.60422,                0.36588,                 0.4443,                0.41667,                 0.3728,                0.19444,                 1.4349,                0.80591,                0.98868,                0.86646,              0.0043075,              0.0043075,              0.0043075
                    117,                  1.038,                 1.2574,                0.53928,                0.82816,                0.70894,                 0.6094,                0.62571,                0.37704,                0.43736,                0.45833,                0.40973,                 0.1599,                 1.3977,                0.81508,                 1.0236,                0.87025,               0.004258,               0.004258,               0.004258
                    118,                 1.0326,                 1.2739,                0.52003,                0.81249,                0.70435,                0.54167,                0.61898,                0.35601,                 0.3937,                0.40616,                0.35916,                0.15591,                 1.3917,                0.85863,                 1.1311,                0.87081,              0.0042085,              0.0042085,              0.0042085
                    119,                0.98911,                 1.1157,                0.53069,                0.82195,                0.76205,                0.54167,                0.59197,                0.35797,                 0.5204,                0.41667,                0.44112,                0.15987,                 1.3719,                0.88983,                 1.2256,                0.87374,               0.004159,               0.004159,               0.004159
                    120,                 1.0589,                 1.1793,                0.52441,                0.82447,                0.71941,                0.54167,                 0.6091,                0.35548,                0.50978,                0.41667,                 0.4247,                0.14009,                 1.3773,                0.90563,                 1.2499,                0.87115,              0.0041095,              0.0041095,              0.0041095
                    121,                 1.0128,                  1.205,                0.51646,                0.81758,                0.67896,                    0.5,                 0.5767,                0.34074,                0.52082,                0.33333,                0.37324,                0.13942,                 1.4586,                0.94879,                 1.5689,                0.88522,                0.00406,                0.00406,                0.00406
                    122,                 1.0257,                 1.1345,                0.52235,                0.81176,                0.65902,                0.56421,                0.60717,                0.34339,                0.50961,                0.41667,                0.41343,                0.15998,                 1.3372,                0.95172,                 1.3526,                0.86499,              0.0040105,              0.0040105,              0.0040105
                    123,                 1.0179,                 1.1282,                0.52371,                0.81698,                0.80434,                0.54167,                0.68535,                 0.3895,                0.46972,                0.36935,                0.34514,                0.15423,                 1.2273,                  0.972,                0.98148,                0.83865,               0.003961,               0.003961,               0.003961
                    124,                0.99099,                 1.0923,                0.51297,                0.80938,                0.76549,                    0.5,                0.57441,                0.34534,                0.50399,                0.42365,                0.42265,                0.18683,                 1.3028,                0.99866,                 1.0537,                0.84948,              0.0039115,              0.0039115,              0.0039115
                    125,                 1.0263,                 1.1471,                0.52491,                0.81744,                0.90547,                0.45833,                0.56628,                0.36541,                0.48969,                  0.375,                0.38193,                0.18239,                  1.287,                0.90172,                 0.9515,                0.85406,               0.003862,               0.003862,               0.003862
                    126,                0.98209,                  1.261,                0.51683,                0.81156,                0.78017,                    0.5,                 0.6072,                0.38649,                0.56198,                0.37426,                0.41075,                0.21225,                 1.2798,                 0.9859,                0.86916,                0.85847,              0.0038125,              0.0038125,              0.0038125
                    127,                 1.0676,                 1.1962,                0.54084,                0.81981,                0.86232,                0.58333,                0.69768,                0.38804,                0.54272,                  0.375,                0.41165,                0.20627,                 1.3397,                0.96598,                 0.8641,                0.85878,               0.003763,               0.003763,               0.003763
                    128,                0.95086,                 1.1617,                0.50166,                 0.8135,                0.80812,                0.54167,                0.59004,                0.36872,                0.69967,                0.33333,                0.39603,                0.18435,                 1.3568,                 1.0117,                  0.858,                0.87094,              0.0037135,              0.0037135,              0.0037135
                    129,                0.94937,                 1.1542,                0.48044,                0.82037,                 0.8011,                0.54167,                0.67979,                0.40397,                 0.6718,                0.45833,                0.52743,                0.22211,                 1.3411,                   1.06,                0.77027,                  0.861,               0.003664,               0.003664,               0.003664
                    130,                 0.9931,                 1.2325,                0.49797,                0.81341,                0.65078,                  0.625,                0.67786,                 0.4001,                0.55301,                0.54167,                0.52288,                0.23719,                  1.284,                  1.106,                0.65022,                0.85945,              0.0036145,              0.0036145,              0.0036145
                    131,                 0.9443,                 1.1347,                0.49595,                0.81776,                0.91762,                  0.625,                0.74854,                0.40892,                0.46066,                0.45833,                 0.4234,                0.21083,                 1.2936,                 1.1135,                0.62759,                0.86144,               0.003565,               0.003565,               0.003565
                    132,                0.99999,                  1.152,                0.50726,                0.82067,                 0.7618,                0.54167,                0.60437,                0.38484,                0.42915,                0.43895,                0.38535,                0.19164,                 1.3319,                 1.0203,                0.65665,                0.87246,              0.0035155,              0.0035155,              0.0035155
                    133,                  1.021,                 1.2281,                0.52311,                0.80878,                0.93707,                0.62074,                0.71758,                0.42109,                0.45585,                  0.489,                0.40139,                0.18269,                 1.2627,                0.98714,                0.68804,                0.87901,               0.003466,               0.003466,               0.003466
